what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552719148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552733661
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336552792971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336552801190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552804704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552812382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336552817445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552818143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336552833773
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552833800
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552842985
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552883533
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552884877
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552886837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552889114
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552896793
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552898861
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552900787
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336552902740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336553086893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336553745303
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336553754058
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336553764559
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336553765892
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336553778457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336553784855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580299776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580313129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580315086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580318089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580474673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336580477191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336581247920
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336581252498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336581257669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336581258844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336581273658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336581290745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336581301212
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336581306845
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1336581309800
